









Frequency of observations in the selected location(s).:
Number of taxa: 	532

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
American White Pelican	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14E-4	0.0	3.956E-4	9.542E-4	0.0	0.0075979	0.0015	0.0024585	5.068E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	8.065E-4	0.0015	0.0018059	6.807E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brown Pelican	0.0019822	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0011867	0.0	0.0	5.845E-4	5.612E-4	6.146E-4	5.068E-4	5.886E-4	0.0018083	0.0017422	0.0015	0.0015	5.216E-4	9.251E-4	9.155E-4	0.0040323	0.0056301	0.0018059	0.0020422	0.0036825	0.0022056	0.0042234	0.0045722	0.003012	0.0018948	0.0041472	0.0038629	0.0037858	0.0053895	0.00228	0.0014363	
American Bittern	3.304E-4	0.0012669	0.0023787	0.0010239	0.0015	0.001275	0.0020747	0.0019871	0.0055402	0.0058027	0.0033319	0.0051799	0.0015576	3.717E-4	7.883E-4	3.14E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.886E-4	0.0	5.807E-4	0.0	0.0018984	0.0015649	0.0018501	0.0030516	0.0032258	0.0030316	0.006772	0.0023826	0.0057283	0.0048522	0.0075082	0.015676	0.0070281	0.0015	0.0015552	0.0019314	0.0043267	4.9E-4	0.001368	0.0010772	
Great Blue Heron	0.1334655	0.1440034	0.1417697	0.1686007	0.161194	0.1419465	0.1390041	0.1728763	0.1814404	0.1852031	0.1711787	0.1784173	0.2028816	0.2226766	0.2266456	0.2361068	0.2506441	0.2602848	0.2471374	0.2492742	0.2431327	0.2603816	0.2403196	0.2640649	0.2783991	0.3188668	0.2990708	0.3507109	0.3716184	0.3849765	0.3677151	0.3912115	0.3629032	0.3707233	0.3214447	0.3032675	0.3150573	0.3061315	0.2618489	0.2253429	0.1987952	0.1852203	0.1617418	0.1675519	0.1611682	0.1464968	0.1463748	0.1554758	
Great Egret	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.956E-4	0.0019084	0.0	0.0	0.0016835	0.0	0.0	0.0	0.0	0.0	0.0	4.746E-4	0.0046948	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	3.266E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	
Snowy Egret	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0049772	0.0023378	5.612E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cattle Egret	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0028642	0.0	0.0	3.266E-4	0.00251	0.0056845	0.0015552	0.0015	0.0015	0.0	0.0	0.0015	
Green Heron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015699	0.0015	3.956E-4	0.0019084	0.0012443	5.845E-4	0.0028058	0.0015	0.0015205	0.0029429	0.005425	0.0017422	0.0031596	0.0104414	0.0093897	0.0046253	0.009765	0.0044355	0.0030316	0.0031603	0.0030633	0.0015	4.411E-4	0.0	3.266E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	
Black-crowned Night-Heron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-faced Ibis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	5.845E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Turkey Vulture	0.028411	0.03125	0.0318744	0.0232082	0.0273632	0.0186995	0.0335408	0.0377546	0.0577101	0.0855899	0.1249479	0.1997122	0.2153427	0.2553903	0.2735514	0.2844584	0.2955466	0.2662184	0.2905534	0.323932	0.3068381	0.3114478	0.3017824	0.289407	0.2801648	0.2531646	0.2694541	0.2894945	0.2728999	0.2649974	0.293247	0.3014953	0.2979839	0.3122564	0.3322799	0.3478557	0.2516367	0.1702691	0.0835289	0.036904	0.0351406	0.0184747	0.0290306	0.0217286	0.0221741	0.0293974	0.0341997	0.0369838	
Osprey	0.0	0.0	4.757E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.165E-4	0.0011511	0.0144081	0.0234201	0.0335041	0.0348509	0.0268679	0.034019	0.0343511	0.0431356	0.030976	0.0325477	0.0436386	0.0410542	0.0459094	0.0542495	0.0447154	0.0446288	0.0593261	0.0479917	0.0633673	0.0540128	0.0387097	0.0463404	0.0424379	0.0371001	0.0241408	0.0097045	0.0070389	0.0022861	0.0	9.474E-4	0.0010368	9.657E-4	5.408E-4	0.0	0.0015	0.0	
White-tailed Kite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.717E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Golden Eagle	0.0019822	0.0033784	0.0042816	0.0044369	0.0034826	0.0021249	0.0038036	0.0044709	0.0032318	0.0033849	0.0070804	0.0086331	0.0031153	0.0052045	0.0031533	0.0028257	0.0033125	0.0011867	0.0042939	0.0020738	0.0017534	5.612E-4	0.0012293	5.068E-4	0.0011772	0.0	0.0011614	0.0015	0.0	5.216E-4	0.0	6.103E-4	0.0012097	0.0012993	0.0027088	0.0047651	0.0061375	0.0083811	0.0046926	0.0019595	0.001004	0.0023685	0.0031104	0.0014486	0.0037858	0.0024498	0.003648	0.0017953	
Northern Harrier	0.0251074	0.0164696	0.0137964	0.01843	0.0119403	0.0152996	0.0124481	0.0144064	0.0096953	0.0106383	0.0124948	0.0115108	0.0093458	0.0092937	0.0086717	0.0072214	0.0077291	0.0063291	0.0062023	0.0045624	0.0011689	0.0011223	0.0030731	0.0030411	5.886E-4	0.0030139	0.0034843	0.0098736	0.0118652	0.0130412	0.019889	0.0137321	0.0270161	0.0411434	0.0645598	0.0677332	0.0523732	0.0573445	0.0323792	0.0218811	0.0200803	0.0203695	0.0176257	0.0173829	0.0189292	0.0176384	0.0269038	0.0125673	
Sharp-shinned Hawk	0.0151966	0.0173142	0.0204567	0.0197952	0.0144279	0.0144496	0.0148686	0.0134128	0.0129271	0.0174081	0.0129113	0.0158273	0.0109034	0.0144981	0.0145842	0.0122449	0.0088333	0.0063291	0.0028626	0.0058067	0.0058445	0.003367	0.0043024	0.0050684	0.0052972	0.0042194	0.0029036	0.0047393	0.0099668	0.017736	0.0143386	0.0442478	0.0794355	0.103508	0.1024831	0.1266167	0.1178396	0.1049846	0.0689817	0.0431091	0.0261044	0.0213169	0.0233281	0.0241429	0.0178475	0.0200882	0.0323757	0.0193896	
Cooper's Hawk	0.0521969	0.0633446	0.0585157	0.062116	0.0557214	0.0501487	0.0456432	0.0457029	0.0512465	0.049323	0.0553936	0.0713669	0.0732087	0.0855019	0.0784391	0.0872841	0.069562	0.068038	0.0515267	0.0543343	0.0584454	0.0521886	0.0596189	0.0593006	0.0547381	0.053044	0.0447154	0.0592417	0.0650214	0.09494	0.1040703	0.1110772	0.1387097	0.1697705	0.1747178	0.1739278	0.1681669	0.1433613	0.1210699	0.0907903	0.0893574	0.0767409	0.0902022	0.0816031	0.0773391	0.089172	0.0779754	0.0725314	
Sharp-shinned/Cooper's Hawk	0.0023125	0.0016892	0.0023787	0.0030717	4.975E-4	0.0021249	0.003112	0.0014903	0.0027701	4.836E-4	0.002499	0.0025899	0.0011682	0.0033457	0.0035475	0.0012559	0.0033125	0.0011867	0.0019084	0.0016591	0.0017534	0.0	0.0036878	0.0025342	0.0	0.0012055	0.0017422	7.899E-4	0.0	0.0010433	0.0018501	0.0027464	0.0052419	0.0069294	0.0036117	0.0074881	0.00491	0.0048522	0.0032848	0.0032658	0.0035141	0.0037897	0.0020736	0.0057943	0.0037858	0.0024498	0.002736	0.0021544	
Northern Goshawk	6.607E-4	4.223E-4	0.0	6.826E-4	4.975E-4	0.0015	0.0	0.0	0.0	0.0	8.33E-4	0.0020144	0.0011682	3.717E-4	3.942E-4	9.419E-4	3.681E-4	7.911E-4	0.0014313	0.0015	0.0015	0.0	0.0015	5.068E-4	0.0	6.028E-4	0.0015	0.0015	4.746E-4	0.0015	0.0015	0.0015258	0.0020161	8.662E-4	9.029E-4	0.0013615	4.092E-4	0.0022056	9.385E-4	3.266E-4	0.001506	4.737E-4	0.005184	4.829E-4	0.0015	9.799E-4	0.0015	0.0021544	
Accipiter sp.	0.0016518	0.0012669	0.0014272	0.0010239	9.95E-4	4.25E-4	0.0010373	4.968E-4	4.617E-4	4.836E-4	4.165E-4	8.633E-4	7.788E-4	0.0018587	0.002365	0.0012559	0.0025764	0.002769	0.0023855	8.295E-4	0.0011689	0.0016835	0.0018439	5.068E-4	0.0	6.028E-4	5.807E-4	0.0	0.0014238	0.0020866	9.251E-4	0.0021361	0.0032258	0.0038978	0.0049661	0.0040844	0.0020458	0.0013233	0.0018771	0.0022861	0.001004	9.474E-4	0.0020736	9.657E-4	0.0	0.0024498	0.001368	0.0021544	
Bald Eagle	0.2913776	0.2939189	0.3277831	0.3177474	0.3159204	0.3149171	0.3042877	0.3532042	0.3347184	0.3297872	0.3685964	0.3686331	0.3695483	0.3654275	0.3563264	0.3729984	0.3297755	0.3295095	0.3392176	0.3583575	0.3097604	0.3378227	0.3079287	0.3096807	0.2848735	0.2694394	0.2787456	0.2815956	0.2411011	0.1924883	0.1290472	0.0973451	0.0548387	0.0528367	0.0564334	0.1276378	0.1767594	0.2487869	0.221023	0.2403658	0.2444779	0.2610137	0.2846034	0.2747465	0.2720389	0.3214111	0.3278614	0.3166966	
Golden/Bald Eagle	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.942E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.028E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.404E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-shouldered Hawk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.515E-4	0.0	4.092E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Broad-winged Hawk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	3.942E-4	0.0015	0.0	0.0	0.0015	4.148E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.003629	0.0034647	0.0230248	0.0221239	0.0081833	0.0022056	0.0014078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Swainson's Hawk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.968E-4	0.0	0.0	0.0	0.0	3.894E-4	0.0	0.0	0.0015	0.0015	0.0015823	0.0028626	0.0016591	0.0017534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0012993	4.515E-4	0.003744	0.0032733	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-tailed Hawk	0.0977866	0.0992399	0.0846813	0.1020478	0.0835821	0.0777731	0.0819502	0.1157476	0.1084949	0.1083172	0.1286964	0.123741	0.1238318	0.1208178	0.1265274	0.1208791	0.1192492	0.1210443	0.115458	0.1323102	0.1274109	0.1038159	0.0885065	0.0927522	0.0824014	0.0699216	0.0917538	0.1058452	0.0996678	0.0725091	0.0679926	0.0826976	0.096371	0.1247293	0.1395034	0.1718856	0.1640753	0.1640935	0.1220084	0.10516	0.0923695	0.0914259	0.1062727	0.1096089	0.1011357	0.1126899	0.1331509	0.0991023	
Rough-legged Hawk	3.304E-4	0.0	0.0	0.0023891	0.0049751	0.001275	6.916E-4	0.0039742	9.234E-4	4.836E-4	0.0020825	0.0011511	7.788E-4	0.0015	0.0	0.0015699	0.0	0.0	4.771E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	6.807E-4	8.183E-4	0.0061756	0.0014078	0.0019595	5.02E-4	0.003316	0.0036288	0.0019314	0.0010817	9.799E-4	4.56E-4	3.591E-4	
Buteo sp.	6.607E-4	0.0	0.0	0.0	0.0	4.25E-4	0.0	4.968E-4	0.0	0.0	0.0	0.0011511	0.0	0.0011152	3.942E-4	0.0015	3.681E-4	3.956E-4	4.771E-4	0.0	5.845E-4	0.0	6.146E-4	0.0	5.886E-4	0.0	5.807E-4	0.0	4.746E-4	0.0	0.0	3.052E-4	4.032E-4	8.662E-4	0.0013544	0.0020422	8.183E-4	4.411E-4	4.693E-4	3.266E-4	0.0	4.737E-4	5.184E-4	4.829E-4	0.0	0.0	0.0	3.591E-4	
hawk sp.	0.0	0.0016892	4.757E-4	6.826E-4	4.975E-4	4.25E-4	0.0010373	9.935E-4	0.001385	9.671E-4	0.002499	0.0014388	0.0011682	0.001487	7.883E-4	0.0	0.0011042	0.0019778	9.542E-4	8.295E-4	0.0035067	0.0016835	0.0015	0.0	0.0011772	6.028E-4	0.0	0.0011848	9.492E-4	0.0010433	4.625E-4	9.155E-4	0.0	8.662E-4	0.0013544	0.0030633	0.0012275	8.822E-4	0.0018771	0.0	5.02E-4	4.737E-4	0.0010368	4.829E-4	5.408E-4	9.799E-4	0.001368	3.591E-4	
eagle sp.	0.0	4.223E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.165E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.092E-4	0.0	0.0	3.266E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Barn Owl	0.0015	0.0015	9.515E-4	0.0010239	0.0015	4.25E-4	6.916E-4	4.968E-4	9.234E-4	9.671E-4	0.0041649	0.0017266	0.0015	0.0015	7.883E-4	3.14E-4	3.681E-4	7.911E-4	0.0015	4.148E-4	5.845E-4	0.0	0.0036878	0.0020274	0.0052972	0.0012055	0.0063879	0.0023697	0.0033223	0.0052165	0.0037003	0.0015258	0.0016129	0.0012993	4.515E-4	3.404E-4	8.183E-4	0.0013233	4.693E-4	9.798E-4	5.02E-4	0.0015	0.0010368	0.0015	0.0010817	4.9E-4	0.003648	7.181E-4	
Western Screech-Owl	9.911E-4	0.0015	4.757E-4	0.0	0.0015	0.0	6.916E-4	0.0019871	0.0023084	0.0019342	4.165E-4	0.0015	0.0015	0.0015	3.942E-4	0.0015	3.681E-4	3.956E-4	4.771E-4	0.0015	0.0015	0.0011223	0.0015	0.0010137	0.0015	0.0015	0.0015	0.0015	4.746E-4	0.0010433	0.0015	3.052E-4	0.0015	0.0015	0.0015	0.0010211	0.0	0.0015	0.0014078	6.532E-4	5.02E-4	0.0	5.184E-4	4.829E-4	5.408E-4	9.799E-4	0.0072959	0.0017953	
Great Horned Owl	0.0095804	0.0076014	0.0085633	0.0136519	0.019403	0.0110497	0.0096819	0.0104322	0.0120037	0.012089	0.0133278	0.0164029	0.0140187	0.0111524	0.0078833	0.010989	0.0055208	0.0189873	0.0128817	0.0149316	0.0122735	0.0123457	0.0141364	0.0141916	0.014126	0.0084388	0.0098722	0.0169826	0.0170859	0.0182577	0.0217391	0.0268538	0.0270161	0.0272845	0.0311512	0.0275698	0.0290507	0.0189678	0.0168935	0.0146963	0.0165663	0.0132639	0.0108865	0.0154515	0.0135208	0.0137188	0.0209758	0.0125673	
Snowy Owl	6.607E-4	0.0	0.0	0.0	0.0	0.0015	3.458E-4	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	5.02E-4	0.003316	0.0057024	4.829E-4	5.408E-4	9.799E-4	4.56E-4	7.181E-4	
Northern Hawk Owl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Pygmy-Owl	0.0016518	0.0029561	0.0028544	0.0030717	9.95E-4	0.0017	0.0020747	9.935E-4	0.0041551	0.004352	0.0066639	0.0034532	0.0035047	0.001487	3.942E-4	0.0034537	0.0022083	7.911E-4	0.0014313	0.0012443	5.845E-4	0.0016835	0.0024585	0.0040547	0.0011772	0.0036166	0.0015	0.0023697	0.0018984	0.0041732	0.0055504	0.0048825	0.0068548	0.009961	0.0094808	0.0159973	0.0220949	0.0149978	0.0112623	0.0016329	0.002008	0.0028423	0.0041472	0.0014486	0.003245	0.0039196	0.005472	0.0043088	
Burrowing Owl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0015	0.0	2.878E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Barred Owl	0.0204823	0.0257601	0.0233111	0.0266212	0.0208955	0.0191245	0.0224758	0.0223547	0.023084	0.02853	0.0237401	0.0282014	0.0183022	0.0182156	0.0169492	0.0185243	0.0184026	0.0253165	0.0205153	0.0327665	0.0274693	0.0280584	0.0221266	0.0273695	0.025309	0.0180832	0.0162602	0.0169826	0.013289	0.0213876	0.0189639	0.0238023	0.0342742	0.0342139	0.0293454	0.0292716	0.0450082	0.0511689	0.0370718	0.0284128	0.0386546	0.0241592	0.0305858	0.0323515	0.0373175	0.033807	0.0300958	0.02693	
Great Gray Owl	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Long-eared Owl	0.0	4.223E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.515E-4	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0058795	0.0015	0.0015	
Short-eared Owl	0.0049554	0.0063345	0.0057088	0.0071672	4.975E-4	4.25E-4	0.0020747	0.0014903	4.617E-4	0.0029014	4.165E-4	0.0017266	7.788E-4	7.435E-4	7.883E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	3.404E-4	0.0016367	0.0030878	9.385E-4	0.0035924	0.001506	0.0037897	5.184E-4	4.829E-4	0.003245	4.9E-4	0.0082079	0.0035907	
Northern Saw-whet Owl	6.607E-4	8.446E-4	0.0014272	0.0010239	4.975E-4	4.25E-4	0.0024205	4.968E-4	0.0018467	0.0033849	8.33E-4	0.0011511	7.788E-4	7.435E-4	3.942E-4	0.0015	0.0	3.956E-4	0.0	0.0	0.0	0.0015	0.0	5.068E-4	0.0	0.0	0.0	3.949E-4	0.0	0.0010433	0.0	3.052E-4	8.065E-4	0.0012993	0.0072235	0.0091899	0.0077741	0.0083811	0.0056312	0.0022861	0.001506	9.474E-4	0.0015	0.0028972	0.0	0.0034297	0.00456	3.591E-4	
owl sp.	0.0	0.0	0.0	0.0	0.0	0.0	3.458E-4	4.968E-4	0.0	0.0	0.0	0.0	0.0	3.717E-4	0.0	0.0	0.0	3.956E-4	0.0	0.0	5.845E-4	0.0	6.146E-4	0.0	0.0	0.0	5.807E-4	0.0	4.746E-4	0.0	0.0015	0.0	4.032E-4	0.0	4.515E-4	3.404E-4	0.0	0.0022056	0.0	3.266E-4	0.0	9.474E-4	5.184E-4	0.0	0.0	0.0	4.56E-4	0.0	
Belted Kingfisher	0.0756525	0.0882601	0.0751665	0.0569966	0.0547264	0.0633234	0.0515214	0.0556384	0.0526316	0.0580271	0.059142	0.0555396	0.0626947	0.0687732	0.0658258	0.0511774	0.0478469	0.0498418	0.048187	0.0493571	0.0537697	0.0746352	0.0663798	0.0745058	0.090053	0.1259795	0.1480836	0.2389415	0.2486948	0.2723005	0.2747456	0.2841013	0.2721774	0.2802079	0.2650113	0.2494894	0.2254501	0.2359947	0.1891131	0.1414108	0.1380522	0.1421127	0.1197512	0.1042974	0.1087074	0.1146497	0.127679	0.0947935	
Yellow-bellied Sapsucker	0.0015	0.0016892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.717E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	
Red-naped Sapsucker	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.617E-4	0.0	0.0	0.0	0.0	0.002974	3.942E-4	0.0	0.0	0.0	4.771E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032848	0.0022861	5.02E-4	4.737E-4	0.0	4.829E-4	0.0	0.0	0.0	3.591E-4	
Yellow-bellied x Red-naped Sapsucker (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.181E-4	
Yellow-bellied/Red-naped Sapsucker	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.56E-4	0.0	
Red-breasted Sapsucker	0.0138751	0.0164696	0.0152236	0.0133106	0.0139303	0.0174246	0.0165975	0.0188773	0.0249307	0.0222437	0.0341524	0.0446043	0.0342679	0.0356877	0.0358691	0.032967	0.0382775	0.0415348	0.0486641	0.0700954	0.0689655	0.0802469	0.0688384	0.0562595	0.039435	0.0277275	0.0261324	0.0379147	0.0270527	0.0213876	0.0208141	0.0323467	0.0427419	0.0467735	0.0582393	0.066712	0.0576923	0.0511689	0.0328484	0.0202482	0.0150602	0.0132639	0.0119233	0.0207629	0.0178475	0.0269476	0.0455996	0.0258528	
Red-naped x Red-breasted Sapsucker (hybrid)	3.304E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	4.836E-4	0.0	0.0	0.0	0.0	3.942E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.829E-4	0.0	0.0	0.0	0.0	
sapsucker sp.	0.0	0.0	0.0	0.0015	0.0	0.0	6.916E-4	4.968E-4	4.617E-4	0.0	0.0	0.0	7.788E-4	3.717E-4	3.942E-4	0.0	0.0	7.911E-4	4.771E-4	0.0	0.0	0.0	0.0	5.068E-4	5.886E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	6.532E-4	0.0	0.0	5.184E-4	0.0	0.0	0.0	0.0	0.0	
Lewis's Woodpecker	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029444	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.155E-4	0.0024194	4.331E-4	0.0013544	0.0078285	0.0028642	4.411E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Acorn Woodpecker	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0067609	0.0015	0.0047087	0.0015	5.807E-4	0.0015	0.0014238	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011369	0.0041472	9.657E-4	0.0	0.0	0.0	0.0	
Downy Woodpecker	0.1698051	0.1735642	0.1855376	0.1703072	0.1781095	0.1789205	0.1763485	0.1877794	0.1888273	0.1997099	0.2078301	0.2261871	0.2320872	0.2204461	0.2238865	0.2015699	0.1748252	0.1700949	0.1760496	0.191207	0.2022209	0.1891134	0.2077443	0.2169285	0.2289582	0.2296564	0.21777	0.2887046	0.2809682	0.2968179	0.2876966	0.3317058	0.3427419	0.3287137	0.3092551	0.2695711	0.2880524	0.2695192	0.213984	0.1966035	0.2148594	0.1890099	0.2115086	0.2139063	0.2206598	0.2474277	0.2407661	0.2175943	
